,Unnamed: 0,Season,1stA,2ndA,2HA,3rdA,4thA,CloseA,DateA,FinalA,MLA,OpenA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,CloseB,FinalB,MLB,OpenB,TeamB,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,Date
133,133,2008,18.0,27,88.0,18,28,3.0,1117,91,-155,180.0,Miami,V,23,12,1.5,26,26,174.0,87,135,2.0,NewJersey,178,180.0,174.0,-2.0,3.0,4,11-17-2007
134,134,2008,25.0,17,2.0,32,26,4.0,1117,100,-190,5.5,NewOrleans,V,21,19,91.0,21,21,188.0,82,160,190.0,Minnesota,182,190.0,188.0,5.5,4.0,18,11-17-2007
135,135,2008,24.0,22,98.5,24,26,196.5,1117,96,285,198.5,Atlanta,V,23,34,1.0,19,29,7.5,105,-335,8.0,Milwaukee,201,198.5,196.5,-8.0,-7.5,-9,11-17-2007
136,136,2008,29.0,24,105.0,25,27,213.0,1117,105,950,210.0,Memphis,V,27,27,9.0,28,26,14.0,108,-1500,12.5,Dallas,213,210.0,213.0,-12.5,-14.0,-3,11-17-2007
137,137,2008,37.0,32,98.0,25,21,5.5,1117,115,-250,4.5,Phoenix,V,30,27,1.5,19,29,196.0,105,210,198.0,Houston,220,198.0,196.0,4.5,5.5,10,11-17-2007
138,138,2008,22.0,18,102.5,16,27,213.5,1117,83,850,216.0,NewYork,V,30,28,3.0,26,31,14.0,115,-1300,12.5,Denver,198,216.0,213.5,-12.5,-14.0,-32,11-17-2007
139,139,2008,29.0,22,92.5,19,22,3.0,1117,92,-160,1.5,Chicago,V,16,24,1.5,19,14,187.0,73,140,191.0,LAClippers,165,191.0,187.0,1.5,3.0,19,11-17-2007
140,140,2008,32.0,26,109.0,22,26,219.5,1118,106,220,217.5,GoldenState,V,29,32,3.5,27,12,6.5,100,-260,5.0,Toronto,206,217.5,219.5,-5.0,-6.5,6,11-18-2007
141,141,2008,17.0,24,5.5,35,26,1.0,1118,102,-120,189.0,Boston,V,28,30,94.5,25,21,187.5,104,100,0.0,Orlando,206,189.0,187.5,-0.0,1.0,-2,11-18-2007
142,142,2008,31.0,27,1.0,14,23,4.5,1118,95,-205,5.0,Detroit,V,22,30,97.0,23,30,195.5,105,175,193.0,Sacramento,200,193.0,195.5,5.0,4.5,-10,11-18-2007
143,143,2008,21.0,25,100.5,14,18,198.0,1118,78,190,195.5,Chicago,V,16,29,4.0,30,31,5.5,106,-230,4.5,LALakers,184,195.5,198.0,-4.5,-5.5,-28,11-18-2007
144,144,2008,23.0,13,97.5,25,31,190.5,1119,92,190,187.0,Portland,V,24,16,2.5,23,38,5.5,101,-230,5.0,Charlotte,193,187.0,190.5,-5.0,-5.5,-9,11-19-2007
145,145,2008,24.0,29,2.0,24,31,218.5,1119,108,195,218.0,Seattle,V,38,30,105.5,34,23,5.5,125,-235,6.0,Memphis,233,218.0,218.5,-6.0,-5.5,-17,11-19-2007
146,146,2008,33.0,20,92.5,17,25,186.0,1119,95,100,188.0,Orlando,V,17,26,3.0,25,20,1.0,88,-120,0.0,NewOrleans,183,188.0,186.0,-0.0,-1.0,7,11-19-2007
147,147,2008,17.0,24,99.0,17,17,191.0,1119,75,550,190.5,NewJersey,V,30,21,3.5,32,19,11.0,102,-700,11.0,Utah,177,190.5,191.0,-11.0,-11.0,-27,11-19-2007
148,148,2008,24.0,20,3.0,24,33,183.5,1120,101,190,191.0,Philadelphia,V,26,34,93.5,38,18,5.0,116,-230,6.0,Washington,217,191.0,183.5,-6.0,-5.0,-15,11-20-2007
149,149,2008,21.0,28,97.0,35,27,193.5,1120,111,240,194.5,Milwaukee,V,31,22,3.0,27,27,6.5,107,-290,6.5,Cleveland,218,194.5,193.5,-6.5,-6.5,4,11-20-2007
150,150,2008,37.0,34,102.5,33,30,1.5,1120,134,-125,2.0,LALakers,V,35,28,1.5,27,24,207.5,114,105,207.0,Indiana,248,207.0,207.5,2.0,1.5,20,11-20-2007
151,151,2008,29.0,32,94.5,22,12,6.0,1120,95,-250,5.5,SanAntonio,V,20,24,2.0,21,18,190.0,83,210,190.5,Atlanta,178,190.5,190.0,5.5,6.0,12,11-20-2007
152,152,2008,31.0,29,104.5,17,31,1.0,1120,108,-120,219.0,GoldenState,V,24,23,3.0,15,20,220.0,82,100,0.0,NewYork,190,219.0,220.0,-0.0,1.0,26,11-20-2007
153,153,2008,31.0,24,97.5,17,27,197.0,1120,99,355,196.5,Toronto,V,19,22,9.0,38,26,8.5,105,-425,9.5,Dallas,204,196.5,197.0,-9.5,-8.5,-6,11-20-2007
154,154,2008,25.0,28,2.0,16,22,201.5,1120,91,370,203.5,Chicago,V,36,36,101.0,22,18,8.5,112,-450,6.0,Denver,203,203.5,201.5,-6.0,-8.5,-21,11-20-2007
155,155,2008,27.0,28,2.0,31,14,7.5,1120,100,-330,6.5,Phoenix,V,26,21,106.0,27,24,218.0,98,280,212.0,Sacramento,198,212.0,218.0,6.5,7.5,2,11-20-2007
156,156,2008,26.0,18,99.5,35,25,192.5,1121,114,250,192.0,Washington,V,20,26,4.0,32,26,7.0,111,-300,4.5,Charlotte,225,192.0,192.5,-4.5,-7.0,3,11-21-2007
157,157,2008,16.0,21,103.0,27,18,214.0,1121,82,620,214.0,GoldenState,V,25,25,2.0,31,24,11.0,105,-820,9.0,Boston,187,214.0,214.0,-9.0,-11.0,-23,11-21-2007
158,158,2008,25.0,22,95.0,15,38,190.0,1121,100,120,193.5,Dallas,V,30,16,2.0,28,20,2.5,94,-140,1.5,Houston,194,193.5,190.0,-1.5,-2.5,6,11-21-2007
159,159,2008,21.0,16,93.5,19,26,187.5,1121,82,360,190.0,Atlanta,V,24,19,3.0,23,13,8.0,79,-430,7.5,Miami,161,190.0,187.5,-7.5,-8.0,3,11-21-2007
160,160,2008,23.0,31,97.0,28,23,199.0,1121,105,275,196.0,Indiana,V,29,26,4.5,17,21,7.5,93,-325,7.0,NewOrleans,198,196.0,199.0,-7.0,-7.5,12,11-21-2007
161,161,2008,19.0,27,103.5,22,27,211.5,1121,95,155,212.0,Toronto,V,23,21,4.0,24,21,4.0,89,-175,1.0,Memphis,184,212.0,211.5,-1.0,-4.0,6,11-21-2007
162,162,2008,24.0,22,2.0,26,25,5.0,1121,97,-230,4.5,Cleveland,V,25,17,96.5,22,22,191.5,86,190,193.0,Minnesota,183,193.0,191.5,4.5,5.0,11,11-21-2007
163,163,2008,24.0,23,1.5,33,23,2.0,1121,103,-135,203.0,LALakers,V,17,29,103.0,29,35,208.0,110,115,0.0,Milwaukee,213,203.0,208.0,-0.0,2.0,-7,11-21-2007
164,164,2008,23.0,22,94.5,16,25,192.5,1121,86,600,191.5,NewYork,V,36,19,3.0,23,20,10.5,98,-800,11.0,Detroit,184,191.5,192.5,-11.0,-10.5,-12,11-21-2007
165,165,2008,34.0,30,94.5,26,20,187.5,1121,110,225,190.5,Orlando,V,30,29,6.5,34,35,6.0,128,-265,6.0,SanAntonio,238,190.5,187.5,-6.0,-6.0,-18,11-21-2007
166,166,2008,38.0,25,108.0,19,29,216.0,1121,111,1000,218.5,Sacramento,V,47,33,3.0,30,17,14.0,127,-1600,13.0,Phoenix,238,218.5,216.0,-13.0,-14.0,-16,11-21-2007
167,167,2008,19.0,26,95.5,29,32,183.5,1121,106,135,181.0,NewJersey,V,26,22,1.0,31,22,3.0,101,-155,5.0,Portland,207,181.0,183.5,-5.0,-3.0,5,11-21-2007
168,168,2008,27.0,19,6.0,20,24,6.5,1121,90,-310,3.5,Denver,V,24,29,98.5,24,24,204.5,101,260,206.0,LAClippers,191,206.0,204.5,3.5,6.5,-11,11-21-2007
169,169,2008,30.0,30,2.0,30,33,2.5,1123,123,-135,0.0,GoldenState,V,33,28,107.0,28,26,214.0,115,115,216.5,Washington,238,216.5,214.0,0.0,2.5,8,11-23-2007
170,170,2008,16.0,28,98.5,22,26,197.5,1123,92,400,195.5,Charlotte,V,27,28,3.0,25,25,9.5,105,-500,9.5,Orlando,197,195.5,197.5,-9.5,-9.5,-13,11-23-2007
171,171,2008,16.0,19,1.5,31,28,205.0,1123,94,300,202.0,LALakers,V,25,28,101.0,31,23,8.0,107,-360,7.5,Boston,201,202.0,205.0,-7.5,-8.0,-13,11-23-2007
172,172,2008,17.0,21,90.5,16,24,184.0,1123,78,450,186.5,Philadelphia,V,17,23,5.5,24,19,9.5,83,-600,10.0,Detroit,161,186.5,184.0,-10.0,-9.5,-5,11-23-2007
173,173,2008,25.0,28,6.5,34,20,6.5,1123,107,-340,7.5,Dallas,V,30,32,103.0,26,23,207.5,111,280,206.0,Indiana,218,206.0,207.5,7.5,6.5,-4,11-23-2007
174,174,2008,24.0,25,2.5,18,24,3.5,1123,91,-165,2.0,Houston,V,26,24,91.5,24,24,179.5,98,145,179.5,Miami,189,179.5,179.5,2.0,3.5,-7,11-23-2007
175,175,2008,22.0,18,101.5,19,29,207.5,1123,88,650,203.5,Memphis,V,29,32,1.0,16,24,12.5,101,-900,12.0,SanAntonio,189,203.5,207.5,-12.0,-12.5,-13,11-23-2007
176,176,2008,22.0,34,104.0,18,19,209.0,1123,93,1500,203.5,Minnesota,V,22,29,11.0,24,24,14.0,99,-1900,13.5,Denver,192,203.5,209.0,-13.5,-14.0,-6,11-23-2007
177,177,2008,27.0,25,102.0,22,20,211.5,1123,94,1250,210.5,LAClippers,V,22,29,9.5,35,27,14.5,113,-1650,13.0,Phoenix,207,210.5,211.5,-13.0,-14.5,-19,11-23-2007
178,178,2008,24.0,19,95.5,21,7,196.5,1123,71,250,198.0,NewOrleans,V,20,24,4.0,31,24,6.0,99,-300,6.0,Utah,170,198.0,196.5,-6.0,-6.0,-28,11-23-2007
179,179,2008,25.0,18,101.0,22,19,204.0,1123,84,170,199.5,Sacramento,V,24,18,3.5,20,25,4.5,87,-200,5.0,Portland,171,199.5,204.0,-5.0,-4.5,-3,11-23-2007
180,180,2008,28.0,24,99.5,24,22,3.0,1123,98,-160,3.0,NewJersey,V,22,20,1.5,26,25,195.5,93,140,195.5,Seattle,191,195.5,195.5,3.0,3.0,5,11-23-2007
181,181,2008,30.0,26,97.0,25,27,190.5,1124,108,170,197.0,Toronto,V,21,31,5.0,29,30,4.5,111,-200,5.5,Cleveland,219,197.0,190.5,-5.5,-4.5,-3,11-24-2007
182,182,2008,19.0,12,3.5,23,24,2.5,1124,78,-140,3.0,Chicago,V,18,25,90.0,22,20,185.0,85,120,190.0,NewYork,163,190.0,185.0,3.0,2.5,-7,11-24-2007
183,183,2008,23.0,25,7.0,28,20,7.5,1124,96,-330,6.0,Boston,V,23,30,96.5,22,20,186.0,95,280,186.0,Charlotte,191,186.0,186.0,6.0,7.5,1,11-24-2007
184,184,2008,28.0,21,94.0,27,23,188.0,1124,99,235,181.0,Miami,V,34,25,1.0,32,29,7.0,120,-275,7.5,Orlando,219,181.0,188.0,-7.5,-7.0,-21,11-24-2007
185,185,2008,23.0,22,4.0,30,15,3.5,1124,100,-165,2.0,GoldenState,V,30,27,103.5,19,14,206.5,98,145,205.0,Philadelphia,198,205.0,206.5,2.0,3.5,2,11-24-2007
186,186,2008,17.0,28,6.0,19,30,4.5,1124,94,-195,3.5,Atlanta,V,28,35,95.5,12,12,190.0,87,165,192.0,Minnesota,181,192.0,190.0,3.5,4.5,7,11-24-2007
187,187,2008,26.0,27,110.0,25,40,213.0,1124,118,190,216.0,Washington,V,26,24,5.0,32,42,5.5,124,-230,6.0,Memphis,242,216.0,213.0,-6.0,-5.5,-6,11-24-2007
188,188,2008,13.0,27,2.0,22,19,200.5,1124,81,210,200.5,Denver,V,34,24,96.5,26,25,6.0,109,-250,5.0,Houston,190,200.5,200.5,-5.0,-6.0,-28,11-24-2007
189,189,2008,22.0,25,1.5,19,29,4.0,1124,95,-175,3.5,Dallas,V,20,24,100.0,18,35,201.0,97,155,203.0,Milwaukee,192,203.0,201.0,3.5,4.0,-2,11-24-2007
190,190,2008,19.0,36,0.0,25,18,3.0,1124,98,-150,2.0,NewOrleans,V,24,24,92.5,22,19,185.0,89,130,188.0,LAClippers,187,188.0,185.0,2.0,3.0,9,11-24-2007
191,191,2008,33.0,11,92.0,20,14,185.0,1125,78,175,184.0,Chicago,V,26,24,0.0,20,23,4.5,93,-205,4.0,Toronto,171,184.0,185.0,-4.0,-4.5,-15,11-25-2007
192,192,2008,30.0,27,97.5,22,24,1.0,1125,103,-120,190.0,Utah,V,34,16,1.5,19,24,190.0,93,100,2.0,Detroit,196,190.0,190.0,-2.0,1.0,10,11-25-2007
193,193,2008,21.0,33,102.5,19,38,205.0,1125,111,110,201.5,Cleveland,V,25,21,3.5,29,31,2.0,106,-130,2.0,Indiana,217,201.5,205.0,-2.0,-2.0,5,11-25-2007
194,194,2008,32.0,32,7.0,27,25,10.0,1125,116,-600,9.0,SanAntonio,V,30,34,100.0,20,17,199.0,101,475,198.5,Seattle,217,198.5,199.0,9.0,10.0,15,11-25-2007
195,195,2008,18.0,19,103.0,35,30,199.5,1125,102,240,196.0,NewJersey,V,26,23,0.0,23,28,6.5,100,-290,6.5,LALakers,202,196.0,199.5,-6.5,-6.5,2,11-25-2007
196,196,2008,27.0,25,5.0,28,29,5.5,1126,109,-240,6.0,Utah,V,31,27,100.0,31,24,194.0,113,200,198.0,NewYork,222,198.0,194.0,6.0,5.5,-4,11-26-2007
197,197,2008,29.0,29,92.0,18,27,188.0,1126,103,600,183.5,Minnesota,V,19,18,10.5,24,33,10.5,94,-800,11.0,NewOrleans,197,183.5,188.0,-11.0,-10.5,9,11-26-2007
198,198,2008,26.0,21,107.5,38,25,208.0,1126,110,750,209.5,Washington,V,28,17,9.5,27,26,12.0,98,-1100,12.0,Dallas,208,209.5,208.0,-12.0,-12.0,12,11-26-2007
199,199,2008,23.0,25,6.5,25,26,6.0,1126,99,-260,6.5,SanAntonio,V,22,30,96.5,34,26,194.5,112,220,193.0,Sacramento,211,193.0,194.5,6.5,6.0,-13,11-26-2007
200,200,2008,17.0,25,3.5,17,26,5.0,1126,85,-215,4.0,Orlando,V,27,15,101.5,16,16,203.0,74,185,197.0,Portland,159,197.0,203.0,4.0,5.0,11,11-26-2007
201,201,2008,21.0,19,4.0,19,29,6.5,1126,88,-275,5.5,Houston,V,24,15,93.5,19,13,189.5,71,235,185.5,LAClippers,159,185.5,189.5,5.5,6.5,17,11-26-2007
202,202,2008,37.0,26,5.0,29,22,5.0,1126,114,-200,4.5,Phoenix,V,45,27,113.0,31,26,229.5,129,170,228.0,GoldenState,243,228.0,229.5,4.5,5.0,-15,11-26-2007
203,203,2008,20.0,29,1.5,22,21,3.5,1127,104,-165,3.5,Boston,V,26,20,97.0,28,18,190.0,109,145,193.5,Cleveland,213,193.5,190.0,3.5,3.5,-5,11-27-2007
204,204,2008,28.0,30,103.5,23,29,206.0,1127,110,200,204.5,Memphis,V,25,20,6.5,31,27,5.5,103,-240,5.0,NewJersey,213,204.5,206.0,-5.0,-5.5,7,11-27-2007
205,205,2008,15.0,28,91.0,19,28,187.0,1127,90,305,188.0,Charlotte,V,23,32,1.0,32,23,7.0,110,-365,7.0,Miami,200,188.0,187.0,-7.0,-7.0,-20,11-27-2007
206,206,2008,32.0,24,95.5,29,29,187.0,1127,114,225,185.5,Philadelphia,V,18,34,6.0,24,23,6.0,99,-265,8.0,Milwaukee,213,185.5,187.0,-8.0,-6.0,15,11-27-2007
207,207,2008,17.0,13,90.5,21,27,183.0,1127,78,190,181.5,Atlanta,V,13,21,2.0,36,20,5.0,90,-230,4.0,Chicago,168,181.5,183.0,-4.0,-5.0,-12,11-27-2007
208,208,2008,31.0,25,104.0,26,30,216.5,1127,112,295,216.5,Indiana,V,25,25,7.5,33,27,7.0,110,-355,9.0,Denver,222,216.5,216.5,-9.0,-7.0,2,11-27-2007
209,209,2008,25.0,29,109.0,19,26,218.0,1127,99,650,216.0,Seattle,V,30,24,8.0,31,21,12.5,106,-900,11.5,LALakers,205,216.0,218.0,-11.5,-12.5,-7,11-27-2007
210,210,2008,29.0,10,2.0,21,31,207.0,1128,91,250,207.5,Memphis,V,27,30,101.0,25,21,6.5,103,-300,8.0,Toronto,194,207.5,207.0,-8.0,-6.5,-12,11-28-2007
211,211,2008,25.0,24,2.5,28,29,6.5,1128,106,-260,7.5,Utah,V,27,17,103.0,24,27,195.5,95,220,188.5,Philadelphia,201,188.5,195.5,7.5,6.5,11,11-28-2007
212,212,2008,28.0,14,0.0,24,14,197.5,1128,80,150,195.0,Milwaukee,V,28,24,99.0,21,23,3.5,96,-170,2.5,Atlanta,176,195.0,197.5,-2.5,-3.5,-16,11-28-2007
213,213,2008,22.0,21,95.0,16,15,189.0,1128,74,330,191.0,Cleveland,V,23,25,4.0,29,32,8.5,109,-400,8.5,Detroit,183,191.0,189.0,-8.5,-8.5,-35,11-28-2007
214,214,2008,22.0,23,97.5,32,26,197.5,1128,103,1050,197.0,Minnesota,V,30,28,4.0,25,26,14.0,109,-1700,14.0,Dallas,212,197.0,197.5,-14.0,-14.0,-6,11-28-2007
215,215,2008,23.0,23,104.0,24,24,200.0,1128,94,750,203.5,Washington,V,24,25,7.5,31,29,12.5,109,-1100,12.0,SanAntonio,203,203.5,200.0,-12.0,-12.5,-15,11-28-2007
216,216,2008,27.0,29,102.0,21,23,206.0,1128,100,160,204.5,Houston,V,28,24,3.5,21,21,4.0,94,-190,6.0,Phoenix,194,204.5,206.0,-6.0,-4.0,6,11-28-2007
217,217,2008,17.0,25,100.5,25,28,204.0,1128,95,160,203.5,Indiana,V,22,24,1.5,13,30,4.0,89,-190,4.0,Portland,184,203.5,204.0,-4.0,-4.0,6,11-28-2007
218,218,2008,30.0,27,1.0,26,27,8.0,1128,110,-375,8.5,Orlando,V,24,21,101.5,23,26,209.0,94,315,211.0,Seattle,204,211.0,209.0,8.5,8.0,16,11-28-2007
219,219,2008,29.0,24,0.0,28,22,1.5,1128,103,-125,220.0,GoldenState,V,25,30,108.0,27,14,221.5,96,105,1.0,Sacramento,199,220.0,221.5,-1.0,1.5,7,11-28-2007
220,220,2008,16.0,15,93.5,10,18,189.0,1129,59,700,187.5,NewYork,V,27,27,1.5,28,22,12.5,104,-1000,13.0,Boston,163,187.5,189.0,-13.0,-12.5,-45,11-29-2007
221,221,2008,33.0,24,109.0,18,24,220.0,1129,99,190,217.0,Denver,V,21,34,4.5,26,46,5.0,127,-230,5.0,LALakers,226,217.0,220.0,-5.0,-5.0,-28,11-29-2007
222,222,2008,24.0,26,4.0,18,26,2.0,1129,94,-130,208.0,Houston,V,29,30,103.0,24,30,208.5,113,110,0.0,GoldenState,207,208.0,208.5,-0.0,2.0,-19,11-29-2007
223,223,2008,20.0,23,102.5,25,16,195.0,1130,84,125,196.5,Washington,V,25,17,2.5,26,17,2.5,85,-145,1.0,Philadelphia,169,196.5,195.0,-1.0,-2.5,-1,11-30-2007
224,224,2008,28.0,21,94.5,16,17,189.0,1130,82,235,195.0,Cleveland,V,27,27,2.5,22,15,6.5,91,-275,3.5,Toronto,173,195.0,189.0,-3.5,-6.5,-9,11-30-2007
225,225,2008,28.0,15,1.0,25,24,1.0,1130,92,-120,1.0,NewOrleans,V,22,23,93.0,18,23,187.0,86,100,187.0,Atlanta,178,187.0,187.0,1.0,1.0,6,11-30-2007
226,226,2008,29.0,26,97.5,22,11,1.0,1130,88,-120,193.0,Milwaukee,V,19,25,2.5,21,26,194.5,91,100,0.0,NewYork,179,193.0,194.5,-0.0,1.0,-3,11-30-2007
227,227,2008,22.0,26,7.0,26,32,10.0,1130,106,-600,9.5,SanAntonio,V,24,24,95.5,32,11,192.0,91,475,193.0,Minnesota,197,193.0,192.0,9.5,10.0,15,11-30-2007
228,228,2008,31.0,28,92.0,24,12,2.5,1130,95,-145,2.5,Boston,V,25,16,3.0,20,24,185.0,85,125,188.5,Miami,180,188.5,185.0,2.5,2.5,10,11-30-2007
229,229,2008,19.0,17,101.5,23,21,198.5,1130,80,850,197.5,Portland,V,18,26,5.5,32,15,13.0,91,-1300,12.5,Dallas,171,197.5,198.5,-12.5,-13.0,-11,11-30-2007
230,230,2008,22.0,29,3.0,31,14,209.0,1130,96,190,212.5,LALakers,V,30,40,106.0,32,18,5.0,120,-230,8.0,Utah,216,212.5,209.0,-8.0,-5.0,-24,11-30-2007
231,231,2008,16.0,34,106.0,28,28,215.5,1130,106,190,212.5,Orlando,V,31,29,0.0,28,22,5.5,110,-230,5.0,Phoenix,216,212.5,215.5,-5.0,-5.5,-4,11-30-2007
232,232,2008,24.0,24,2.0,17,28,2.0,1130,93,-125,2.5,Indiana,V,22,27,102.5,21,25,212.0,95,105,213.5,Seattle,188,213.5,212.0,2.5,2.0,-2,11-30-2007
233,233,2008,24.0,26,101.0,22,35,208.0,1130,107,400,205.5,LAClippers,V,30,33,2.0,27,33,9.5,123,-500,9.5,Denver,230,205.5,208.0,-9.5,-9.5,-16,11-30-2007
234,234,2008,23.0,22,0.0,30,22,194.0,1201,97,135,1.0,Toronto,V,23,30,100.0,25,23,3.0,101,-155,198.0,Washington,198,198.0,194.0,1.0,-3.0,-4,12-01-2007
235,235,2008,28.0,23,95.0,10,22,182.5,1201,92,290,184.5,Philadelphia,V,19,16,7.5,25,23,7.5,94,-350,8.0,NewJersey,186,184.5,182.5,-8.0,-7.5,-2,12-01-2007
236,236,2008,21.0,19,103.5,15,25,211.0,1201,80,370,210.0,Minnesota,V,26,23,3.5,30,30,9.0,109,-450,9.0,Memphis,189,210.0,211.0,-9.0,-9.0,-29,12-01-2007
237,237,2008,23.0,28,3.0,30,21,3.0,1201,108,-150,3.0,Dallas,V,32,24,95.5,24,22,192.5,112,130,195.5,NewOrleans,220,195.5,192.5,3.0,3.0,-4,12-01-2007
238,238,2008,28.0,28,95.5,28,33,5.0,1201,117,-230,2.5,Detroit,V,22,20,2.5,23,26,192.5,91,190,195.5,Milwaukee,208,195.5,192.5,2.5,5.0,26,12-01-2007
239,239,2008,23.0,34,92.0,18,20,183.0,1201,95,275,181.0,Charlotte,V,31,27,4.5,28,25,7.0,111,-325,5.5,Chicago,206,181.0,183.0,-5.5,-7.0,-16,12-01-2007
240,240,2008,29.0,21,4.0,24,25,6.5,1201,99,-260,4.5,Houston,V,26,23,95.5,30,28,193.0,107,220,194.5,Sacramento,206,194.5,193.0,4.5,6.5,-8,12-01-2007
241,241,2008,19.0,20,92.5,11,20,184.5,1202,70,1400,185.0,Cleveland,V,17,26,9.5,21,16,15.0,80,-2800,10.5,Boston,150,185.0,184.5,-10.5,-15.0,-10,12-02-2007
242,242,2008,32.0,18,97.0,27,24,198.0,1202,101,-110,1.5,Indiana,V,19,32,0.0,25,19,0.0,95,-110,202.0,LAClippers,196,202.0,198.0,1.5,-0.0,6,12-02-2007
243,243,2008,17.0,21,95.5,19,22,188.0,1202,79,950,186.5,Portland,V,23,28,2.0,26,23,13.5,100,-1500,15.0,SanAntonio,179,186.5,188.0,-15.0,-13.5,-21,12-02-2007
244,244,2008,27.0,17,95.0,23,28,184.0,1202,95,295,181.5,NewJersey,V,27,27,1.5,33,31,8.0,118,-355,8.0,Detroit,213,181.5,184.0,-8.0,-8.0,-23,12-02-2007
245,245,2008,37.0,24,4.5,24,30,8.5,1202,115,-400,9.0,Phoenix,V,29,28,102.5,27,20,209.5,104,330,204.5,NewYork,219,204.5,209.5,9.0,8.5,11,12-02-2007
246,246,2008,17.0,25,2.5,22,25,207.0,1202,89,185,199.0,Miami,V,37,22,102.0,33,23,5.0,115,-215,6.0,Denver,204,199.0,207.0,-6.0,-5.0,-26,12-02-2007
247,247,2008,35.0,25,104.5,28,21,6.0,1202,109,-260,6.0,GoldenState,V,18,23,2.5,25,30,218.5,96,220,220.0,Seattle,205,220.0,218.5,6.0,6.0,13,12-02-2007
248,248,2008,24.0,39,106.5,14,27,211.0,1202,104,-105,211.0,Orlando,V,30,25,2.5,20,22,1.0,97,-115,1.5,LALakers,201,211.0,211.0,-1.5,-1.0,7,12-02-2007
249,249,2008,24.0,21,92.0,21,22,180.5,1203,88,135,179.0,Atlanta,V,17,29,1.5,16,17,3.0,79,-155,1.5,Philadelphia,167,179.0,180.5,-1.5,-3.0,9,12-03-2007
250,250,2008,16.0,17,3.5,26,20,190.5,1203,79,155,189.0,Charlotte,V,27,27,92.0,22,22,4.0,98,-175,5.0,Toronto,177,189.0,190.5,-5.0,-4.0,-19,12-03-2007
251,251,2008,31.0,19,105.5,28,28,204.0,1203,106,355,204.5,Portland,V,24,33,2.5,23,25,8.5,105,-425,8.5,Memphis,211,204.5,204.0,-8.5,-8.5,1,12-03-2007
252,252,2008,29.0,27,94.0,15,32,3.0,1203,103,-160,3.0,Dallas,V,24,20,2.0,16,38,189.0,98,140,188.5,Chicago,201,188.5,189.0,3.0,3.0,5,12-03-2007
253,253,2008,32.0,21,97.5,18,30,198.0,1203,101,475,194.0,Miami,V,31,21,7.0,22,36,10.0,110,-600,9.0,Utah,211,194.0,198.0,-9.0,-10.0,-9,12-03-2007
254,254,2008,30.0,27,105.5,27,25,217.5,1203,123,150,219.0,Orlando,V,21,27,4.5,31,30,4.0,117,-170,1.0,GoldenState,240,219.0,217.5,-1.0,-4.0,6,12-03-2007
255,255,2008,19.0,28,1.0,27,26,2.5,1204,100,135,190.0,NewJersey,V,22,21,94.5,16,20,182.0,79,-155,5.0,Cleveland,179,190.0,182.0,-5.0,2.5,21,12-04-2007
256,256,2008,33.0,24,1.0,30,19,5.5,1204,106,-240,5.0,Detroit,V,26,22,94.5,13,34,188.5,95,200,186.0,Atlanta,201,186.0,188.5,5.0,5.5,11,12-04-2007
257,257,2008,38.0,31,2.0,25,27,6.5,1204,121,-250,6.5,Phoenix,V,29,35,106.5,24,29,219.0,117,210,219.0,Indiana,238,219.0,219.0,6.5,6.5,4,12-04-2007
258,258,2008,30.0,32,102.0,24,30,7.5,1204,116,-350,7.5,LALakers,V,24,22,0.0,22,27,205.0,95,290,203.0,Minnesota,211,203.0,205.0,7.5,7.5,21,12-04-2007
259,259,2008,35.0,21,0.0,21,30,2.5,1204,107,-145,4.5,Utah,V,27,26,106.5,21,43,209.0,117,125,207.0,Sacramento,224,207.0,209.0,4.5,2.5,-10,12-04-2007
260,260,2008,18.0,18,2.5,27,24,193.0,1204,87,110,193.0,Milwaukee,V,26,23,96.0,13,16,1.5,78,-130,2.0,LAClippers,165,193.0,193.0,-2.0,-1.5,9,12-04-2007
261,261,2008,26.0,26,9.0,31,30,9.5,1205,113,-550,9.0,Boston,V,32,25,91.5,23,23,178.5,103,450,182.5,Philadelphia,216,182.5,178.5,9.0,9.5,10,12-05-2007
262,262,2008,21.0,13,95.5,28,24,189.5,1205,86,450,188.0,Cleveland,V,22,31,0.0,26,26,9.5,105,-550,9.5,Washington,191,188.0,189.5,-9.5,-9.5,-19,12-05-2007
263,263,2008,21.0,18,1.0,14,38,1.0,1205,91,-120,184.0,Chicago,V,21,21,92.5,18,22,185.0,82,100,2.5,Charlotte,173,184.0,185.0,-2.5,1.0,9,12-05-2007
264,264,2008,33.0,28,2.5,45,30,7.5,1205,136,-325,6.5,Phoenix,V,28,28,100.0,29,38,207.0,123,275,207.0,Toronto,259,207.0,207.0,6.5,7.5,13,12-05-2007
265,265,2008,26.0,25,92.5,23,26,183.5,1205,100,185,183.0,NewYork,V,18,24,4.5,24,27,5.0,93,-215,6.5,NewJersey,193,183.0,183.5,-6.5,-5.0,7,12-05-2007
266,266,2008,16.0,28,93.5,22,25,192.0,1205,91,100,1.0,Detroit,V,26,16,0.0,18,16,1.0,76,-120,189.0,NewOrleans,167,189.0,192.0,1.0,-1.0,15,12-05-2007
