,Season,1stA,2ndA,2HA,3rdA,4thA,CloseA,DateA,FinalA,MLA,OpenA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,CloseB,FinalB,MLB,OpenB,TeamB,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,Date
157,2008,16.0,21,103,27,18,214,1121,82,620,214,GoldenState,V,25,25,2,31,24,11,105,-820,9,Boston,187,9.0,214.0,,,-23,11-21-2007
158,2008,25.0,22,95,15,38,190,1121,100,120,193.5,Dallas,V,30,16,2,28,20,2.5,94,-140,1.5,Houston,194,193.5,2.5,,,6,11-21-2007
159,2008,21.0,16,93.5,19,26,187.5,1121,82,360,190,Atlanta,V,24,19,3,23,13,8,79,-430,7.5,Miami,161,7.5,8.0,,,3,11-21-2007
160,2008,23.0,31,97,28,23,199,1121,105,275,196,Indiana,V,29,26,4.5,17,21,7.5,93,-325,7,NewOrleans,198,7.0,7.5,,,12,11-21-2007
161,2008,19.0,27,103.5,22,27,211.5,1121,95,155,212,Toronto,V,23,21,4,24,21,4,89,-175,1,Memphis,184,212.0,4.0,,,6,11-21-2007
162,2008,24.0,22,2,26,25,5,1121,97,-230,4.5,Cleveland,V,25,17,96.5,22,22,191.5,86,190,193,Minnesota,183,4.5,5.0,,,11,11-21-2007
163,2008,24.0,23,1.5,33,23,2,1121,103,-135,203,LALakers,V,17,29,103,29,35,208,110,115,0,Milwaukee,213,203.0,208.0,,,-7,11-21-2007
164,2008,23.0,22,94.5,16,25,192.5,1121,86,600,191.5,NewYork,V,36,19,3,23,20,10.5,98,-800,11,Detroit,184,191.5,192.5,,,-12,11-21-2007
165,2008,34.0,30,94.5,26,20,187.5,1121,110,225,190.5,Orlando,V,30,29,6.5,34,35,6,128,-265,6,SanAntonio,238,6.0,6.0,,,-18,11-21-2007
166,2008,38.0,25,108,19,29,216,1121,111,1000,218.5,Sacramento,V,47,33,3,30,17,14,127,-1600,13,Phoenix,238,218.5,216.0,,,-16,11-21-2007
167,2008,19.0,26,95.5,29,32,183.5,1121,106,135,181,NewJersey,V,26,22,1,31,22,3,101,-155,5,Portland,207,5.0,3.0,,,5,11-21-2007
168,2008,27.0,19,6,20,24,6.5,1121,90,-310,3.5,Denver,V,24,29,98.5,24,24,204.5,101,260,206,LAClippers,191,3.5,6.5,,,-11,11-21-2007
169,2008,30.0,30,2,30,33,2.5,1123,123,-135,0,GoldenState,V,33,28,107,28,26,214,115,115,216.5,Washington,238,216.5,214.0,,,8,11-23-2007
170,2008,16.0,28,98.5,22,26,197.5,1123,92,400,195.5,Charlotte,V,27,28,3,25,25,9.5,105,-500,9.5,Orlando,197,9.5,9.5,,,-13,11-23-2007
171,2008,16.0,19,1.5,31,28,205,1123,94,300,202,LALakers,V,25,28,101,31,23,8,107,-360,7.5,Boston,201,7.5,8.0,,,-13,11-23-2007
172,2008,17.0,21,90.5,16,24,184,1123,78,450,186.5,Philadelphia,V,17,23,5.5,24,19,9.5,83,-600,10,Detroit,161,186.5,9.5,,,-5,11-23-2007
173,2008,25.0,28,6.5,34,20,6.5,1123,107,-340,7.5,Dallas,V,30,32,103,26,23,207.5,111,280,206,Indiana,218,7.5,6.5,,,-4,11-23-2007
174,2008,24.0,25,2.5,18,24,3.5,1123,91,-165,2,Houston,V,26,24,91.5,24,24,179.5,98,145,179.5,Miami,189,2.0,3.5,,,-7,11-23-2007
175,2008,22.0,18,101.5,19,29,207.5,1123,88,650,203.5,Memphis,V,29,32,1,16,24,12.5,101,-900,12,SanAntonio,189,203.5,207.5,,,-13,11-23-2007
176,2008,22.0,34,104,18,19,209,1123,93,1500,203.5,Minnesota,V,22,29,11,24,24,14,99,-1900,13.5,Denver,192,203.5,209.0,,,-6,11-23-2007
177,2008,27.0,25,102,22,20,211.5,1123,94,1250,210.5,LAClippers,V,22,29,9.5,35,27,14.5,113,-1650,13,Phoenix,207,210.5,211.5,,,-19,11-23-2007
178,2008,24.0,19,95.5,21,7,196.5,1123,71,250,198,NewOrleans,V,20,24,4,31,24,6,99,-300,6,Utah,170,6.0,6.0,,,-28,11-23-2007
179,2008,25.0,18,101,22,19,204,1123,84,170,199.5,Sacramento,V,24,18,3.5,20,25,4.5,87,-200,5,Portland,171,5.0,4.5,,,-3,11-23-2007
180,2008,28.0,24,99.5,24,22,3,1123,98,-160,3,NewJersey,V,22,20,1.5,26,25,195.5,93,140,195.5,Seattle,191,3.0,3.0,,,5,11-23-2007
181,2008,30.0,26,97,25,27,190.5,1124,108,170,197,Toronto,V,21,31,5,29,30,4.5,111,-200,5.5,Cleveland,219,5.5,4.5,,,-3,11-24-2007
182,2008,19.0,12,3.5,23,24,2.5,1124,78,-140,3,Chicago,V,18,25,90,22,20,185,85,120,190,NewYork,163,3.0,2.5,,,-7,11-24-2007
183,2008,23.0,25,7,28,20,7.5,1124,96,-330,6,Boston,V,23,30,96.5,22,20,186,95,280,186,Charlotte,191,6.0,7.5,,,1,11-24-2007
184,2008,28.0,21,94,27,23,188,1124,99,235,181,Miami,V,34,25,1,32,29,7,120,-275,7.5,Orlando,219,7.5,7.0,,,-21,11-24-2007
185,2008,23.0,22,4,30,15,3.5,1124,100,-165,2,GoldenState,V,30,27,103.5,19,14,206.5,98,145,205,Philadelphia,198,205.0,3.5,,,2,11-24-2007
186,2008,17.0,28,6,19,30,4.5,1124,94,-195,3.5,Atlanta,V,28,35,95.5,12,12,190,87,165,192,Minnesota,181,3.5,4.5,,,7,11-24-2007
187,2008,26.0,27,110,25,40,213,1124,118,190,216,Washington,V,26,24,5,32,42,5.5,124,-230,6,Memphis,242,6.0,5.5,,,-6,11-24-2007
188,2008,13.0,27,2,22,19,200.5,1124,81,210,200.5,Denver,V,34,24,96.5,26,25,6,109,-250,5,Houston,190,5.0,6.0,,,-28,11-24-2007
189,2008,22.0,25,1.5,19,29,4,1124,95,-175,3.5,Dallas,V,20,24,100,18,35,201,97,155,203,Milwaukee,192,3.5,4.0,,,-2,11-24-2007
190,2008,19.0,36,0,25,18,3,1124,98,-150,2,NewOrleans,V,24,24,92.5,22,19,185,89,130,188,LAClippers,187,2.0,3.0,,,9,11-24-2007
191,2008,33.0,11,92,20,14,185,1125,78,175,184,Chicago,V,26,24,0,20,23,4.5,93,-205,4,Toronto,171,4.0,4.5,,,-15,11-25-2007
192,2008,30.0,27,97.5,22,24,1,1125,103,-120,190,Utah,V,34,16,1.5,19,24,190,93,100,2,Detroit,196,2.0,190.0,,,10,11-25-2007
193,2008,21.0,33,102.5,19,38,205,1125,111,110,201.5,Cleveland,V,25,21,3.5,29,31,2,106,-130,2,Indiana,217,201.5,205.0,,,5,11-25-2007
194,2008,32.0,32,7,27,25,10,1125,116,-600,9,SanAntonio,V,30,34,100,20,17,199,101,475,198.5,Seattle,217,9.0,199.0,,,15,11-25-2007
195,2008,18.0,19,103,35,30,199.5,1125,102,240,196,NewJersey,V,26,23,0,23,28,6.5,100,-290,6.5,LALakers,202,6.5,6.5,,,2,11-25-2007
196,2008,27.0,25,5,28,29,5.5,1126,109,-240,6,Utah,V,31,27,100,31,24,194,113,200,198,NewYork,222,6.0,5.5,,,-4,11-26-2007
197,2008,29.0,29,92,18,27,188,1126,103,600,183.5,Minnesota,V,19,18,10.5,24,33,10.5,94,-800,11,NewOrleans,197,183.5,188.0,,,9,11-26-2007
198,2008,26.0,21,107.5,38,25,208,1126,110,750,209.5,Washington,V,28,17,9.5,27,26,12,98,-1100,12,Dallas,208,209.5,208.0,,,12,11-26-2007
199,2008,23.0,25,6.5,25,26,6,1126,99,-260,6.5,SanAntonio,V,22,30,96.5,34,26,194.5,112,220,193,Sacramento,211,6.5,6.0,,,-13,11-26-2007
200,2008,17.0,25,3.5,17,26,5,1126,85,-215,4,Orlando,V,27,15,101.5,16,16,203,74,185,197,Portland,159,4.0,5.0,,,11,11-26-2007
201,2008,21.0,19,4,19,29,6.5,1126,88,-275,5.5,Houston,V,24,15,93.5,19,13,189.5,71,235,185.5,LAClippers,159,5.5,6.5,,,17,11-26-2007
202,2008,37.0,26,5,29,22,5,1126,114,-200,4.5,Phoenix,V,45,27,113,31,26,229.5,129,170,228,GoldenState,243,4.5,5.0,,,-15,11-26-2007
203,2008,20.0,29,1.5,22,21,3.5,1127,104,-165,3.5,Boston,V,26,20,97,28,18,190,109,145,193.5,Cleveland,213,3.5,3.5,,,-5,11-27-2007
204,2008,28.0,30,103.5,23,29,206,1127,110,200,204.5,Memphis,V,25,20,6.5,31,27,5.5,103,-240,5,NewJersey,213,5.0,5.5,,,7,11-27-2007
205,2008,15.0,28,91,19,28,187,1127,90,305,188,Charlotte,V,23,32,1,32,23,7,110,-365,7,Miami,200,7.0,7.0,,,-20,11-27-2007
206,2008,32.0,24,95.5,29,29,187,1127,114,225,185.5,Philadelphia,V,18,34,6,24,23,6,99,-265,8,Milwaukee,213,8.0,6.0,,,15,11-27-2007
207,2008,17.0,13,90.5,21,27,183,1127,78,190,181.5,Atlanta,V,13,21,2,36,20,5,90,-230,4,Chicago,168,4.0,5.0,,,-12,11-27-2007
208,2008,31.0,25,104,26,30,216.5,1127,112,295,216.5,Indiana,V,25,25,7.5,33,27,7,110,-355,9,Denver,222,9.0,7.0,,,2,11-27-2007
209,2008,25.0,29,109,19,26,218,1127,99,650,216,Seattle,V,30,24,8,31,21,12.5,106,-900,11.5,LALakers,205,216.0,218.0,,,-7,11-27-2007
210,2008,29.0,10,2,21,31,207,1128,91,250,207.5,Memphis,V,27,30,101,25,21,6.5,103,-300,8,Toronto,194,8.0,6.5,,,-12,11-28-2007
211,2008,25.0,24,2.5,28,29,6.5,1128,106,-260,7.5,Utah,V,27,17,103,24,27,195.5,95,220,188.5,Philadelphia,201,7.5,6.5,,,11,11-28-2007
212,2008,28.0,14,0,24,14,197.5,1128,80,150,195,Milwaukee,V,28,24,99,21,23,3.5,96,-170,2.5,Atlanta,176,2.5,3.5,,,-16,11-28-2007
213,2008,22.0,21,95,16,15,189,1128,74,330,191,Cleveland,V,23,25,4,29,32,8.5,109,-400,8.5,Detroit,183,8.5,8.5,,,-35,11-28-2007
214,2008,22.0,23,97.5,32,26,197.5,1128,103,1050,197,Minnesota,V,30,28,4,25,26,14,109,-1700,14,Dallas,212,197.0,197.5,,,-6,11-28-2007
215,2008,23.0,23,104,24,24,200,1128,94,750,203.5,Washington,V,24,25,7.5,31,29,12.5,109,-1100,12,SanAntonio,203,203.5,200.0,,,-15,11-28-2007
216,2008,27.0,29,102,21,23,206,1128,100,160,204.5,Houston,V,28,24,3.5,21,21,4,94,-190,6,Phoenix,194,6.0,4.0,,,6,11-28-2007
217,2008,17.0,25,100.5,25,28,204,1128,95,160,203.5,Indiana,V,22,24,1.5,13,30,4,89,-190,4,Portland,184,4.0,4.0,,,6,11-28-2007
218,2008,30.0,27,1,26,27,8,1128,110,-375,8.5,Orlando,V,24,21,101.5,23,26,209,94,315,211,Seattle,204,8.5,8.0,,,16,11-28-2007
219,2008,29.0,24,0,28,22,1.5,1128,103,-125,220,GoldenState,V,25,30,108,27,14,221.5,96,105,1,Sacramento,199,220.0,221.5,,,7,11-28-2007
220,2008,16.0,15,93.5,10,18,189,1129,59,700,187.5,NewYork,V,27,27,1.5,28,22,12.5,104,-1000,13,Boston,163,187.5,189.0,,,-45,11-29-2007
221,2008,33.0,24,109,18,24,220,1129,99,190,217,Denver,V,21,34,4.5,26,46,5,127,-230,5,LALakers,226,5.0,5.0,,,-28,11-29-2007
222,2008,24.0,26,4,18,26,2,1129,94,-130,208,Houston,V,29,30,103,24,30,208.5,113,110,0,GoldenState,207,208.0,208.5,,,-19,11-29-2007
223,2008,20.0,23,102.5,25,16,195,1130,84,125,196.5,Washington,V,25,17,2.5,26,17,2.5,85,-145,1,Philadelphia,169,196.5,2.5,,,-1,11-30-2007
224,2008,28.0,21,94.5,16,17,189,1130,82,235,195,Cleveland,V,27,27,2.5,22,15,6.5,91,-275,3.5,Toronto,173,3.5,6.5,,,-9,11-30-2007
225,2008,28.0,15,1,25,24,1,1130,92,-120,1,NewOrleans,V,22,23,93,18,23,187,86,100,187,Atlanta,178,187.0,187.0,,,6,11-30-2007
226,2008,29.0,26,97.5,22,11,1,1130,88,-120,193,Milwaukee,V,19,25,2.5,21,26,194.5,91,100,0,NewYork,179,193.0,194.5,,,-3,11-30-2007
227,2008,22.0,26,7,26,32,10,1130,106,-600,9.5,SanAntonio,V,24,24,95.5,32,11,192,91,475,193,Minnesota,197,9.5,192.0,,,15,11-30-2007
228,2008,31.0,28,92,24,12,2.5,1130,95,-145,2.5,Boston,V,25,16,3,20,24,185,85,125,188.5,Miami,180,2.5,2.5,,,10,11-30-2007
229,2008,19.0,17,101.5,23,21,198.5,1130,80,850,197.5,Portland,V,18,26,5.5,32,15,13,91,-1300,12.5,Dallas,171,197.5,198.5,,,-11,11-30-2007
230,2008,22.0,29,3,31,14,209,1130,96,190,212.5,LALakers,V,30,40,106,32,18,5,120,-230,8,Utah,216,8.0,5.0,,,-24,11-30-2007
231,2008,16.0,34,106,28,28,215.5,1130,106,190,212.5,Orlando,V,31,29,0,28,22,5.5,110,-230,5,Phoenix,216,5.0,5.5,,,-4,11-30-2007
232,2008,24.0,24,2,17,28,2,1130,93,-125,2.5,Indiana,V,22,27,102.5,21,25,212,95,105,213.5,Seattle,188,213.5,212.0,,,-2,11-30-2007
233,2008,24.0,26,101,22,35,208,1130,107,400,205.5,LAClippers,V,30,33,2,27,33,9.5,123,-500,9.5,Denver,230,9.5,9.5,,,-16,11-30-2007
234,2008,23.0,22,0,30,22,194,1201,97,135,1,Toronto,V,23,30,100,25,23,3,101,-155,198,Washington,198,198.0,3.0,,,-4,12-01-2007
235,2008,28.0,23,95,10,22,182.5,1201,92,290,184.5,Philadelphia,V,19,16,7.5,25,23,7.5,94,-350,8,NewJersey,186,8.0,7.5,,,-2,12-01-2007
236,2008,21.0,19,103.5,15,25,211,1201,80,370,210,Minnesota,V,26,23,3.5,30,30,9,109,-450,9,Memphis,189,9.0,9.0,,,-29,12-01-2007
237,2008,23.0,28,3,30,21,3,1201,108,-150,3,Dallas,V,32,24,95.5,24,22,192.5,112,130,195.5,NewOrleans,220,3.0,3.0,,,-4,12-01-2007
238,2008,28.0,28,95.5,28,33,5,1201,117,-230,2.5,Detroit,V,22,20,2.5,23,26,192.5,91,190,195.5,Milwaukee,208,2.5,5.0,,,26,12-01-2007
239,2008,23.0,34,92,18,20,183,1201,95,275,181,Charlotte,V,31,27,4.5,28,25,7,111,-325,5.5,Chicago,206,5.5,7.0,,,-16,12-01-2007
240,2008,29.0,21,4,24,25,6.5,1201,99,-260,4.5,Houston,V,26,23,95.5,30,28,193,107,220,194.5,Sacramento,206,4.5,6.5,,,-8,12-01-2007
241,2008,19.0,20,92.5,11,20,184.5,1202,70,1400,185,Cleveland,V,17,26,9.5,21,16,15,80,-2800,10.5,Boston,150,185.0,184.5,,,-10,12-02-2007
242,2008,32.0,18,97,27,24,198,1202,101,-110,1.5,Indiana,V,19,32,0,25,19,0,95,-110,202,LAClippers,196,202.0,198.0,,,6,12-02-2007
243,2008,17.0,21,95.5,19,22,188,1202,79,950,186.5,Portland,V,23,28,2,26,23,13.5,100,-1500,15,SanAntonio,179,186.5,188.0,,,-21,12-02-2007
244,2008,27.0,17,95,23,28,184,1202,95,295,181.5,NewJersey,V,27,27,1.5,33,31,8,118,-355,8,Detroit,213,8.0,8.0,,,-23,12-02-2007
245,2008,37.0,24,4.5,24,30,8.5,1202,115,-400,9,Phoenix,V,29,28,102.5,27,20,209.5,104,330,204.5,NewYork,219,9.0,8.5,,,11,12-02-2007
246,2008,17.0,25,2.5,22,25,207,1202,89,185,199,Miami,V,37,22,102,33,23,5,115,-215,6,Denver,204,6.0,5.0,,,-26,12-02-2007
247,2008,35.0,25,104.5,28,21,6,1202,109,-260,6,GoldenState,V,18,23,2.5,25,30,218.5,96,220,220,Seattle,205,6.0,6.0,,,13,12-02-2007
248,2008,24.0,39,106.5,14,27,211,1202,104,-105,211,Orlando,V,30,25,2.5,20,22,1,97,-115,1.5,LALakers,201,211.0,211.0,,,7,12-02-2007
249,2008,24.0,21,92,21,22,180.5,1203,88,135,179,Atlanta,V,17,29,1.5,16,17,3,79,-155,1.5,Philadelphia,167,179.0,3.0,,,9,12-03-2007
250,2008,16.0,17,3.5,26,20,190.5,1203,79,155,189,Charlotte,V,27,27,92,22,22,4,98,-175,5,Toronto,177,5.0,4.0,,,-19,12-03-2007
251,2008,31.0,19,105.5,28,28,204,1203,106,355,204.5,Portland,V,24,33,2.5,23,25,8.5,105,-425,8.5,Memphis,211,8.5,8.5,,,1,12-03-2007
252,2008,29.0,27,94,15,32,3,1203,103,-160,3,Dallas,V,24,20,2,16,38,189,98,140,188.5,Chicago,201,3.0,3.0,,,5,12-03-2007
253,2008,32.0,21,97.5,18,30,198,1203,101,475,194,Miami,V,31,21,7,22,36,10,110,-600,9,Utah,211,9.0,198.0,,,-9,12-03-2007
254,2008,30.0,27,105.5,27,25,217.5,1203,123,150,219,Orlando,V,21,27,4.5,31,30,4,117,-170,1,GoldenState,240,219.0,4.0,,,6,12-03-2007
255,2008,19.0,28,1,27,26,2.5,1204,100,135,190,NewJersey,V,22,21,94.5,16,20,182,79,-155,5,Cleveland,179,5.0,2.5,,,21,12-04-2007
256,2008,33.0,24,1,30,19,5.5,1204,106,-240,5,Detroit,V,26,22,94.5,13,34,188.5,95,200,186,Atlanta,201,5.0,5.5,,,11,12-04-2007
257,2008,38.0,31,2,25,27,6.5,1204,121,-250,6.5,Phoenix,V,29,35,106.5,24,29,219,117,210,219,Indiana,238,6.5,6.5,,,4,12-04-2007
258,2008,30.0,32,102,24,30,7.5,1204,116,-350,7.5,LALakers,V,24,22,0,22,27,205,95,290,203,Minnesota,211,7.5,7.5,,,21,12-04-2007
259,2008,35.0,21,0,21,30,2.5,1204,107,-145,4.5,Utah,V,27,26,106.5,21,43,209,117,125,207,Sacramento,224,4.5,209.0,,,-10,12-04-2007
260,2008,18.0,18,2.5,27,24,193,1204,87,110,193,Milwaukee,V,26,23,96,13,16,1.5,78,-130,2,LAClippers,165,2.0,193.0,,,9,12-04-2007
261,2008,26.0,26,9,31,30,9.5,1205,113,-550,9,Boston,V,32,25,91.5,23,23,178.5,103,450,182.5,Philadelphia,216,9.0,9.5,,,10,12-05-2007
262,2008,21.0,13,95.5,28,24,189.5,1205,86,450,188,Cleveland,V,22,31,0,26,26,9.5,105,-550,9.5,Washington,191,9.5,9.5,,,-19,12-05-2007
263,2008,21.0,18,1,14,38,1,1205,91,-120,184,Chicago,V,21,21,92.5,18,22,185,82,100,2.5,Charlotte,173,2.5,185.0,,,9,12-05-2007
264,2008,33.0,28,2.5,45,30,7.5,1205,136,-325,6.5,Phoenix,V,28,28,100,29,38,207,123,275,207,Toronto,259,6.5,7.5,,,13,12-05-2007
265,2008,26.0,25,92.5,23,26,183.5,1205,100,185,183,NewYork,V,18,24,4.5,24,27,5,93,-215,6.5,NewJersey,193,6.5,5.0,,,7,12-05-2007
266,2008,16.0,28,93.5,22,25,192,1205,91,100,1,Detroit,V,26,16,0,18,16,1,76,-120,189,NewOrleans,167,189.0,192.0,,,15,12-05-2007
267,2008,21.0,28,98,17,29,2.5,1205,95,-140,191,Dallas,V,16,26,1,31,24,194.5,97,120,0,SanAntonio,192,191.0,2.5,,,-2,12-05-2007
268,2008,20.0,22,99,29,21,202.5,1205,92,500,202,Memphis,V,24,31,2.5,30,20,10.5,105,-625,9.5,Houston,197,9.5,202.5,,,-13,12-05-2007
269,2008,29.0,33,109,26,23,221,1205,111,315,221.5,LALakers,V,24,34,7,30,19,8,107,-375,7,Denver,218,7.0,8.0,,,4,12-05-2007
270,2008,17.0,18,0,26,27,195,1205,88,155,198.5,LAClippers,V,18,25,92.5,30,22,4,95,-175,3,Seattle,183,3.0,4.0,,,-7,12-05-2007
271,2008,25.0,11,1,27,27,217.5,1205,90,500,219,Milwaukee,V,30,27,103.5,28,35,10.5,120,-625,9,GoldenState,210,9.0,217.5,,,-30,12-05-2007
272,2008,15.0,25,94.5,27,22,188.5,1206,89,370,191,Minnesota,V,29,24,2,8,29,9,90,-450,9.5,Atlanta,179,9.5,9.0,,,-1,12-06-2007
273,2008,39.0,25,106.5,34,24,214,1206,122,330,213.5,Denver,V,32,24,9.5,36,17,8.5,109,-400,7,Dallas,231,7.0,8.5,,,13,12-06-2007
274,2008,25.0,17,4.5,31,33,3,1206,106,-145,1,Miami,V,30,26,92.5,21,35,185,112,125,187.5,Portland,218,187.5,3.0,,,-6,12-06-2007
275,2008,27.0,22,93.5,18,23,186,1207,90,155,185,NewYork,V,26,27,0,19,29,4,101,-175,4,Philadelphia,191,4.0,4.0,,,-11,12-07-2007
276,2008,30.0,30,2,40,22,6.5,1207,122,-270,6.5,Phoenix,V,26,29,109.5,21,31,222,107,230,224,Washington,229,6.5,6.5,,,15,12-07-2007
277,2008,28.0,26,102.5,30,31,208.5,1207,115,290,214.5,Indiana,V,32,30,2,25,22,8,109,-350,8.5,Orlando,224,8.5,8.0,,,6,12-07-2007
278,2008,23.0,22,90,27,26,184,1207,98,290,182.5,Chicago,V,17,26,6,28,20,7.5,91,-350,8.5,Detroit,189,8.5,7.5,,,7,12-07-2007
279,2008,16.0,24,93,15,29,189,1207,84,850,185,Toronto,V,27,35,1,29,21,12,112,-1300,10.5,Boston,196,185.0,189.0,,,-28,12-07-2007
280,2008,28.0,20,93,24,24,5,1207,96,-215,4,Houston,V,18,15,2,27,29,184,89,185,186.5,NewJersey,185,4.0,5.0,,,7,12-07-2007
281,2008,21.0,26,102,33,27,206,1207,116,240,200,Memphis,V,25,30,1,30,22,7,118,-290,6.5,NewOrleans,234,6.5,7.0,,,-2,12-07-2007
282,2008,29.0,22,0,25,22,1,1207,98,-115,199,Utah,V,21,29,104.5,22,32,202.5,104,-105,1,SanAntonio,202,199.0,202.5,,,-6,12-07-2007
283,2008,22.0,19,0,30,26,190.5,1207,97,190,195,LAClippers,V,28,24,93,17,18,5,87,-230,5,Sacramento,184,5.0,5.0,,,10,12-07-2007
284,2008,39.0,27,106,25,22,213.5,1207,113,370,208.5,Miami,V,30,26,8,26,38,9,120,-450,8,GoldenState,233,8.0,9.0,,,-7,12-07-2007
285,2008,24.0,25,1.5,19,30,201.5,1207,98,-110,200.5,Milwaukee,V,31,22,101,20,31,0,104,-110,1,Seattle,202,200.5,201.5,,,-6,12-07-2007
286,2008,26.0,25,95,17,25,185,1208,93,300,179,Cleveland,V,25,26,5.5,18,27,8,96,-360,6,Charlotte,189,6.0,8.0,,,-3,12-08-2007
287,2008,10.0,18,1.5,23,27,204,1208,78,160,200,Memphis,V,25,14,100,29,18,4,86,-190,4.5,Atlanta,164,4.5,4.0,,,-8,12-08-2007
288,2008,24.0,25,93,26,30,187.5,1208,105,170,187.5,Philadelphia,V,19,18,5.5,20,20,4.5,77,-200,5,NewYork,182,5.0,4.5,,,28,12-08-2007
289,2008,32.0,24,6.5,24,13,10,1208,93,-600,10,Phoenix,V,28,27,106,32,13,217,100,475,213,Minnesota,193,213.0,217.0,,,-7,12-08-2007
290,2008,23.0,25,107.5,34,35,209.5,1208,117,225,210,Utah,V,28,30,0,32,35,6,125,-265,5.5,Dallas,242,5.5,6.0,,,-8,12-08-2007
291,2008,21.0,26,2,22,23,5.5,1208,92,-240,4.5,Boston,V,18,25,92,16,22,184,81,200,180,Chicago,173,4.5,5.5,,,11,12-08-2007
292,2008,34.0,13,104,31,19,214,1208,97,1000,216.5,Sacramento,V,34,25,4.5,18,24,14,101,-1600,12,Denver,198,216.5,214.0,,,-4,12-08-2007
293,2008,22.0,23,92.5,11,24,4,1209,80,-190,2,Houston,V,16,18,2,28,31,186.5,93,160,187.5,Toronto,173,2.0,4.0,,,-13,12-09-2007
294,2008,30.0,21,2,26,23,2.5,1209,100,-140,1.5,Miami,V,26,25,93,20,23,187,94,120,187,LAClippers,194,187.0,2.5,,,6,12-09-2007
295,2008,27.0,24,96,25,29,192.5,1209,113,135,190,Milwaukee,V,30,27,0,27,21,3,117,-155,3,Portland,230,3.0,3.0,,,-4,12-09-2007
296,2008,16.0,29,94,20,20,192,1209,85,675,187.5,Charlotte,V,30,26,4,25,23,12,104,-925,11.5,Detroit,189,187.5,192.0,,,-19,12-09-2007
297,2008,17.0,24,96,24,23,196.5,1209,88,305,195,Seattle,V,23,29,1.5,15,24,8,91,-365,8.5,NewOrleans,179,8.5,8.0,,,-3,12-09-2007
298,2008,23.0,25,104,24,17,194.5,1209,89,130,195.5,NewJersey,V,27,15,3.5,36,26,3,104,-150,3.5,Washington,193,3.5,3.0,,,-15,12-09-2007
299,2008,31.0,28,111.5,27,27,225,1209,113,140,222,GoldenState,V,31,29,2.5,32,31,3.5,123,-160,2,LALakers,236,222.0,3.5,,,-10,12-09-2007
300,2008,29.0,20,97.5,20,29,194.5,1210,98,500,194.5,Atlanta,V,19,22,10.5,22,24,10,87,-625,9.5,Orlando,185,9.5,194.5,,,11,12-10-2007
301,2008,24.0,18,6.5,18,28,6,1210,88,-255,7,Houston,V,30,26,92,30,14,181.5,100,215,182,Philadelphia,188,7.0,6.0,,,-12,12-10-2007
302,2008,28.0,21,1.5,30,20,8.5,1210,99,-425,7.5,Dallas,V,19,17,98,27,26,199,89,355,201.5,NewYork,188,7.5,8.5,,,10,12-10-2007
303,2008,40.0,27,108.5,22,28,216.5,1210,117,900,214.5,Miami,V,29,34,10,17,33,12.5,113,-1400,10.5,Phoenix,230,214.5,216.5,,,4,12-10-2007
304,2008,26.0,23,98.5,25,19,198.5,1210,93,210,197,Milwaukee,V,26,21,4.5,19,30,5.5,96,-250,3.5,Sacramento,189,3.5,5.5,,,-3,12-10-2007
305,2008,16.0,33,3,25,31,197,1211,105,115,200.5,Indiana,V,37,28,97,32,21,2,118,-135,5,Cleveland,223,5.0,2.0,,,-13,12-11-2007
306,2008,26.0,20,100,23,19,196.5,1211,88,330,196.5,Minnesota,V,26,30,2,27,19,8.5,102,-400,9.5,Washington,190,9.5,8.5,,,-14,12-11-2007
307,2008,19.0,35,92,15,31,2.5,1211,100,-145,2,Toronto,V,21,22,2,25,20,185,88,125,184,Atlanta,188,2.0,2.5,,,12,12-11-2007
308,2008,23.0,23,92,21,24,185,1211,91,220,184,LAClippers,V,21,25,4.5,17,19,6,82,-260,7,NewJersey,173,7.0,6.0,,,9,12-11-2007
309,2008,37.0,24,100,29,23,5.5,1211,113,-240,6,Detroit,V,22,26,1.5,26,29,204.5,103,200,203,Memphis,216,6.0,5.5,,,10,12-11-2007
310,2008,27.0,22,1,24,23,192.5,1211,96,340,188,Seattle,V,31,36,94.5,30,26,8.5,123,-410,7.5,Chicago,219,7.5,8.5,,,-27,12-11-2007
311,2008,29.0,26,106.5,23,19,203,1211,97,1200,205.5,Portland,V,27,19,12,20,23,13.5,89,-2000,11.5,Utah,186,205.5,203.0,,,8,12-11-2007
312,2008,25.0,12,3.5,27,20,214.5,1211,84,120,3,SanAntonio,V,23,30,103,26,17,2,96,-140,214,GoldenState,180,3.0,214.5,,,-12,12-11-2007
313,2008,21.0,24,94,29,20,186.5,1212,94,330,185,Minnesota,V,28,23,2.5,28,19,8.5,98,-400,8,Philadelphia,192,8.0,8.5,,,-4,12-12-2007
314,2008,17.0,19,6,23,17,5,1212,76,-230,3.5,Dallas,V,21,33,96.5,21,17,196.5,92,190,198,Toronto,168,3.5,5.0,,,-16,12-12-2007
315,2008,29.0,23,97,25,25,197.5,1212,102,110,196.5,Chicago,V,20,33,1,40,24,1.5,117,-130,3.5,Indiana,219,3.5,197.5,,,-15,12-12-2007
